Country,Year,Total Water Consumption (Billion Cubic Meters),Per Capita Water Use (Liters per Day),Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Groundwater Depletion Rate (%),Water Scarcity Level
Italy,2020,299.4342857,313.2171429,57.96428571,29.40285714,25.24857143,977.3957143,1.741428571,Low
Italy,2021,417.9846154,293.0553846,48.10307692,31.92615385,19.65153846,1756.885385,2.220769231,Moderate
Italy,2022,473.964,264.601,51.205,32.021,23.228,1585.308,2.512,Moderate
Italy,2023,438.424,264.432,50.878,18.286,30.731,1880.054,2.219,Moderate
Italy,2024,419.7014286,322.83,42.85571429,25.83571429,22.13857143,1516.604286,2.425714286,Low
Japan,2000,605.2566667,282.8583333,50.405,26.69666667,25.07166667,2079.768333,3.885,Moderate
Japan,2001,549.427,293.662,51.609,31.296,25.999,1716.702,2.47,Moderate
Japan,2002,499.0583333,244.6291667,50.7425,28.01,21.96166667,1308.203333,2.136666667,Moderate
Japan,2003,560.356,262.8046667,46.018,31.83266667,23.174,1422.652667,2.338,Moderate
Japan,2004,437.505,248.0416667,56.60833333,32.17833333,24.78333333,1580.083333,2.118333333,Moderate
Japan,2005,456.06,360.4316667,28.905,29.17,28.085,1240.253333,2.975,Low
Japan,2006,463.24,365.94,44.77,33.96428571,29.82857143,1723.55,2.51,Low
Japan,2007,402.7142857,285.4871429,57.56714286,23.13571429,27.50714286,1596.588571,1.928571429,Moderate
Japan,2008,392.917,220.327,46.151,34.807,21.849,1556.853,1.898,Moderate
Japan,2009,610.65,278.154,51.512,33.414,22.852,973.144,2.44,Moderate
Japan,2010,441.6038462,250.6561538,48.16384615,27.15692308,22.44230769,1379.128462,2.357692308,Moderate
Japan,2011,559.7,313.43125,52.77,28.69125,23.74,1103.30875,2.5025,Low
Japan,2012,526.375,205.20125,59.79875,17.805,26.49625,1247.94,2.56125,Moderate
Japan,2013,476.1544444,258.7655556,51.79222222,37.92888889,25.17555556,2137.826667,1.605555556,Moderate
Japan,2014,536.5088889,248.0744444,47.61111111,21.34222222,22.66111111,1876.263333,2.435555556,Moderate
Japan,2015,410.5642857,285.1157143,45.18428571,25.38428571,28.46714286,1414.305714,2.47,Moderate
Japan,2016,615.8707692,248.1176923,55.42307692,27.03230769,26.00923077,2127.22,2.722307692,Moderate
Japan,2017,576.0422222,211.9377778,49.09333333,24.06888889,27.21111111,1715.264444,2.296666667,Moderate
Japan,2018,664.3883333,290.5833333,37.62333333,31.04833333,25.97,1057.183333,3.408333333,Moderate
Japan,2019,582.8723077,241.0176923,45.56461538,30.94615385,25.16769231,1788.149231,2.378461538,Moderate
Japan,2020,211.8166667,275.4433333,63.69,25.29333333,20.76,2151.44,1.966666667,Moderate
Japan,2021,423.3775,323.10125,45.98875,30.5575,28.1375,1272.9025,3.12,Low
Japan,2022,615.154,217.178,51.732,35.16,23.86,2533.678,2.248,Moderate
Japan,2023,345.694,303.654,47.402,25.298,25.886,976.542,2.942,Low
Japan,2024,622.3766667,240.0583333,51.85333333,28.32833333,21.41333333,1524.228333,1.54,Moderate
Mexico,2000,529.0325,252.6575,47.1675,32.75625,21.59,1518.33,2.68375,Moderate
Mexico,2001,471.7709091,269.47,41.80727273,32.28818182,25.15,997.6227273,2.616363636,Moderate
Mexico,2002,279.071,139.861,54.665,22.814,20.089,1182.428,2.564,High
Mexico,2003,504.06625,304.75,55.7475,28.84875,29.12625,1651.06125,3.4125,Low
Mexico,2004,524.3077778,302.4922222,45.33444444,25.66,26.57333333,2115.708889,2.578888889,Low
Mexico,2005,511.0575,217.07,55.8325,29.0225,19.915,1283.9425,1.615,Moderate
Mexico,2006,447.81,338.596,40.47,19.962,16.608,1297.068,2.816,Low
Mexico,2007,527.2194118,281.4670588,50.69,28.98352941,22.66058824,1214.260588,2.822941176,Moderate
Mexico,2008,481.4027273,209.2172727,41.34727273,24.89909091,25.52363636,1555.136364,3.390909091,Moderate
Mexico,2009,390.4118182,267.8381818,48.48181818,27.35727273,30.72,1087.198182,3.145454545,Moderate
Mexico,2010,382.29375,253.975,49.49,24.07,24.1275,1290.69375,2.91125,Moderate
Mexico,2011,495.2055556,295.8911111,54.73777778,29.81111111,23.83333333,1816.573333,2.331111111,Moderate
Mexico,2012,500.088,279.926,51.402,24.772,29.212,1884.564,4.322,Moderate
Mexico,2013,403.5377778,276.3755556,44.10222222,23.74666667,25.07222222,1595.263333,2.254444444,Moderate
Mexico,2014,546.7514286,361.96,47.98857143,28.53714286,24.43142857,1973.05,3.531428571,Low
Mexico,2015,470.1977778,260.4866667,49.26777778,29.56333333,21.92444444,1687.868889,2.657777778,Moderate
Mexico,2016,385.3891667,294.7716667,50.54,29.06666667,28.185,1550.536667,2.680833333,Moderate
Mexico,2017,527.1433333,286.9916667,51.02833333,29.20833333,17.25333333,1895.056667,2.795,Moderate
Mexico,2018,654.6228571,357.5371429,65.28,29.65285714,27.21,1482.394286,2.504285714,Low
Mexico,2019,480.0157143,292.8628571,48.54714286,31.42285714,30.50285714,1064.121429,2.945714286,Moderate
Mexico,2020,558.9775,280.235,48.74,28.67375,24.7675,1445.1175,2.225,Moderate
Mexico,2021,533.3408333,284.8758333,50.88833333,27.99833333,26.29,1474.941667,2.3875,Moderate
Mexico,2022,497.698,329.624,44.794,35.534,22.251,1390.446,2.851,Low
Mexico,2023,504.0633333,298.59,48.9175,26.1,24.755,1422.039167,3.045833333,Moderate
Mexico,2024,452.5793333,234.94,54.43333333,28.978,21.60866667,1448.624667,2.885333333,Moderate
Russia,2000,544.9992308,266.1069231,54.25615385,25.18461538,23.83692308,1669.899231,2.766923077,Moderate
Russia,2001,629.2133333,211.155,40.55583333,27.5425,29.05333333,1379.665,2.840833333,Moderate
Russia,2002,487.186,212.329,52.934,31.605,27.335,1837.251,2.786,Moderate
Russia,2003,562.341,306.359,55.887,27.417,26.935,965.617,3.486,Low
Russia,2004,555.15,248.777,52.229,31.622,23.127,1389.694,2.029,Moderate
Russia,2005,427.98375,280.478125,52.845625,30.80375,23.015625,1423.414375,3.308125,Moderate
Russia,2006,614.04,254.8581818,51.04909091,20.9,24.90727273,1703.783636,2.469090909,Moderate
Russia,2007,552.641,246.248,46.059,38.757,20.038,1200.111,2.541,Moderate
Russia,2008,608.3666667,291.7611111,47.81333333,28.76777778,21.51666667,1761.913333,1.946666667,Moderate
Russia,2009,472.67,317.2316667,51.1025,23.60416667,25.76166667,1736.958333,2.0225,Low
Russia,2010,375.48,328.84,51.6075,34.1425,23.8225,1572.0225,2.44,Low
Russia,2011,458.4714286,250.6457143,53.98928571,25.90428571,26.09642857,1465.159286,2.457142857,Moderate
Russia,2012,542.8113333,261.0773333,46.89866667,28.52066667,20.99266667,1750.908667,3.206666667,Moderate
Russia,2013,438.0286667,255.2206667,53.35666667,29.82266667,23.51133333,1642.184667,2.276,Moderate
Russia,2014,612.64,245.6577778,55.23777778,26.67333333,24.48666667,1453.158889,2.794444444,Moderate
Russia,2015,477.5316667,305.255,46.77166667,22.68583333,21.2675,1548.805,2.770833333,Low
Russia,2016,460.515,307.769,49.527,31.481,24.806,1525.833,1.859,Low
Russia,2017,382.3328571,347.1657143,52.41,23.83571429,23.54857143,1864.07,2.481428571,Low
Russia,2018,490.7214286,330.8471429,53.22714286,28.17142857,29.85142857,2194.635714,2.961428571,Low
Russia,2019,353.8,265.855,49.71625,24.0775,28.70875,1312.15375,2.9075,Moderate
Russia,2020,520.475,327.94625,43.65875,25.90125,24.055,1030.5675,1.93375,Low
Russia,2021,373.5907143,277.0871429,51.32142857,21.30571429,22.84571429,1563.386429,2.339285714,Moderate
Russia,2022,462.4533333,286.8091667,51.99083333,28.89166667,27.02166667,1540.198333,2.385833333,Moderate
Russia,2023,481.7191667,240.7166667,53.17666667,31.79916667,27.48333333,1751.194167,2.171666667,Moderate
Russia,2024,500.365,357.7866667,45.66833333,23.17,27.16833333,1546.691667,2.823333333,Low
Saudi Arabia,2000,564.14,316.525,45.148,31.04,23.555,1735.544,2.209,Low
Saudi Arabia,2001,513.409375,234.5625,59.37625,23.448125,25.263125,1641.055625,2.724375,Moderate
Saudi Arabia,2002,417.751,315.673,42.218,26.186,26.175,1503.223,2.47,Low
Saudi Arabia,2003,412.5475,260.8633333,40.40666667,26.57583333,21.375,1544.343333,2.3975,Moderate
Saudi Arabia,2004,581.548,300.099,46.061,23.321,22.638,1542.596,2.057,Low
Saudi Arabia,2005,559.8663636,175.6645455,47.93,26.77909091,24.37636364,1422.513636,2.280909091,High
Saudi Arabia,2006,522.38,241.566,51.646,33.82,25.278,1475.928,3.706,Moderate
Saudi Arabia,2007,537.9625,307.3,51.48625,24.24875,26.18625,1950.20625,1.99875,Low
Saudi Arabia,2008,583.41,272.25,52.61111111,38.14444444,27.69888889,894.4111111,2.155555556,Moderate
Saudi Arabia,2009,551.8958333,267.9566667,45.89666667,26.05,29.8325,987.2416667,2.529166667,Moderate
Saudi Arabia,2010,572.7577778,320.6788889,38.02333333,22.85888889,30.68888889,1756.57,2.748888889,Low
Saudi Arabia,2011,504.4675,318.685,58.97083333,28.35666667,25.12166667,1518.795,1.96,Low
Saudi Arabia,2012,584.7355556,278.6394444,50.53333333,25.13722222,19.87277778,1455.939444,2.708888889,Moderate
Saudi Arabia,2013,434.90125,238.0275,49.47875,22.29125,25.55,1062.07625,2.60375,Moderate
Saudi Arabia,2014,538.3664286,286.4885714,50.60357143,33.44142857,23.67714286,1353.895,2.182857143,Moderate
Saudi Arabia,2015,566.239,240.962,41.718,31.754,26.024,1287.384,3.651,Moderate
Saudi Arabia,2016,349.9291667,197.7108333,57.19916667,22.4775,25.87916667,1478.1475,2.190833333,High
Saudi Arabia,2017,616.3827273,247.6345455,55.80272727,23.76090909,29.71090909,1288.09,2.251818182,Moderate
Saudi Arabia,2018,445.1072727,311.1009091,48.37090909,23.51636364,25.45909091,1747.496364,2.302727273,Low
Saudi Arabia,2019,355.0575,293.42375,51.30875,40.28125,27.9975,1502.6775,3.0575,Moderate
Saudi Arabia,2020,538.07,297.0892308,58.57923077,22.94230769,24.04153846,1385.423846,2.318461538,Moderate
Saudi Arabia,2021,468.4475,295.705625,51.2825,30.130625,26.5775,1269.851875,2.53875,Moderate
Saudi Arabia,2022,586.4778571,278.3685714,44.12714286,27.60285714,26.625,1267.151429,2.165714286,Moderate
Saudi Arabia,2023,604.98,268.15,46.628,34.144,23.651,1506.594,2.485,Moderate
Saudi Arabia,2024,555.2485714,252.7157143,39.88,24.56142857,29.47714286,1532.972857,2.875714286,Moderate
South Africa,2000,564.89625,222.86875,59.77125,28.7325,24.2925,1307.8325,2.93875,Moderate
South Africa,2001,483.8183333,222.9291667,55.9325,24.05083333,24.9725,1399.233333,2.1775,Moderate
South Africa,2002,552.5666667,346.8416667,45.35916667,33.62,19.69166667,1536.120833,2.525,Low
South Africa,2003,438.2535714,303.6492857,51.80285714,26.57928571,27.45,1831.347143,2.967142857,Low
South Africa,2004,646.9521429,326.5971429,54.74285714,23.07857143,22.61785714,1172.892143,2.734285714,Low
South Africa,2005,429.7353846,253.5384615,52.69076923,26.68307692,25.66,1368.123846,2.131538462,Moderate
South Africa,2006,448.46625,300.90625,54.63875,24.47625,28.56,1211.6925,2.165,Low
South Africa,2007,502.8681818,216.2763636,56.73272727,26.29181818,23.29,1805.447273,2.516363636,Moderate
South Africa,2008,620.5025,270.22875,49.76625,27.30625,26.83375,1197.59625,2.8375,Moderate
South Africa,2009,420.5491667,255.0675,43.34833333,37.56166667,22.66166667,1195.989167,2.870833333,Moderate
South Africa,2010,488.0433333,242.8533333,51.50888889,31.59666667,26.26444444,1576.416667,2.123333333,Moderate
South Africa,2011,372.46125,274.66375,41.35125,29.61,29.3425,1562.10625,1.3,Moderate
South Africa,2012,427.9308333,246.64,54.65916667,30.53416667,23.32916667,1819.49,2.869166667,Moderate
South Africa,2013,661.917,259.638,60.728,31.781,23.328,1845.411,2.256,Moderate
South Africa,2014,514.5023077,269.4923077,49.32384615,34.04076923,28.53846154,1781.412308,2.616153846,Moderate
South Africa,2015,524.78,268.3257143,56.29,33.03428571,17.94714286,1429.378571,3.175714286,Moderate
South Africa,2016,557.4922222,276.4855556,51.85111111,28.98,27.72111111,1439.022222,2.603333333,Moderate
South Africa,2017,565.166,271.1633333,45.33133333,27.15266667,24.33666667,1106.37,2.795333333,Moderate
South Africa,2018,545.2209091,302.4,42.97272727,26.96272727,20.84,1396.296364,2.872727273,Low
South Africa,2019,413.9891667,277.0641667,47.6025,24.87416667,25.8675,1802.118333,2.76,Moderate
South Africa,2020,467.1546154,296.5569231,39.69,30.16769231,28.40153846,1696.116154,2.214615385,Moderate
South Africa,2021,406.2183333,281.5475,46.12083333,27.27,26.88833333,1598.958333,2.69,Moderate
South Africa,2022,442.7411111,268.5388889,46.31222222,20.35555556,25.66555556,1790.444444,2.933333333,Moderate
South Africa,2023,538.969,326.672,50.207,34.791,19.434,1243.572,2.006,Low
South Africa,2024,509.7363636,274.9863636,58.00909091,27.64636364,23.33454545,1101.151818,2.624545455,Moderate
South Korea,2000,447.87625,271.56625,50.31125,28.5325,21.63375,1867.5875,2.53875,Moderate
South Korea,2001,377.975,285.6383333,57.63833333,29.36,32.66,1303.765,3.048333333,Moderate
South Korea,2002,489.724375,254.403125,51.04375,22.389375,25.184375,1301.13125,1.9525,Moderate
South Korea,2003,615.355,266.09,47.99875,26.0825,18.51,1228.69375,2.7175,Moderate
South Korea,2004,515.9523077,313.8392308,48.87923077,25.21153846,25.64615385,1530.723077,3.377692308,Low
South Korea,2005,508.275,230.87875,41.505,30.0675,24.47875,1712.5775,3.17625,Moderate
South Korea,2006,445.814,276.184,51.576,23.241,27.735,1364.556,2.39,Moderate
South Korea,2007,494.9927273,271.0418182,53.44818182,27.14909091,25.5,1545.437273,2.439090909,Moderate
South Korea,2008,509.604,276.073,55.399,28.229,23.547,1334.906,2.643,Moderate
South Korea,2009,437.711,281.476,53.947,31.331,26.484,1042.238,1.718,Moderate
South Korea,2010,605.089,231.141,51.018,25.201,21.259,1282.538,2.503,Moderate
South Korea,2011,397.736,299.139,44.632,22.05,20.249,1682.943,2.658,Moderate
South Korea,2012,563.1541667,276.3675,46.965,27.2075,28.70333333,1405.616667,2.353333333,Moderate
South Korea,2013,477.4833333,279.4833333,49.165,27.12666667,25.85333333,1768.771667,2.446666667,Moderate
South Korea,2014,502.602,278.1866667,43.182,22.04933333,26.644,1642.040667,2.618666667,Moderate
South Korea,2015,283.8375,313.855,51.96,23.1075,25.3075,1203.24,2.995,Low
South Korea,2016,469.8236364,262.6663636,59.67090909,25.90545455,28.73272727,1444.103636,1.889090909,Moderate
South Korea,2017,485.455,360.4583333,54.31,18.845,19,2071.396667,2.231666667,Low
South Korea,2018,446.3971429,268.315,47.94642857,24.365,23.69357143,1402.076429,2.462857143,Moderate
South Korea,2019,600.34375,275.17125,46.56375,17.73125,21.60125,1257.9625,3.30125,Moderate
South Korea,2020,625.29875,298.00125,42.5325,22.57125,26.3875,1509.50625,2.20625,Moderate
South Korea,2021,444.8046667,218.1326667,53.15466667,25.09266667,21.27266667,1574.864,3.334,Moderate
South Korea,2022,583.542,273.862,51.014,18.78,26.412,1080.514,2.768,Moderate
South Korea,2023,295.234,284.19,54.844,18.288,26.738,1389.482,2.456,Moderate
South Korea,2024,560.786875,286.490625,53.23125,29.17625,27.636875,1174.268125,1.951875,Moderate
Spain,2000,529.145,279.5625,56.79666667,24.39083333,20.54916667,1787.784167,3.799166667,Moderate
Spain,2001,364.055,283.69,43.61,28.25,33.595,2280.9,2.145,Moderate
Spain,2002,456.5171429,261.0685714,49.28428571,26.34571429,29.23571429,2238.761429,1.991428571,Moderate
Spain,2003,563.675,304.28625,48.2075,25.1475,28.15375,1316.04875,3.16625,Low
Spain,2004,636.2816667,282.6116667,41.66833333,25.62666667,27.36166667,1342.11,2.21,Moderate
Spain,2005,425.267,309.966,53.8,27.783,24.804,1442.327,1.945,Low
Spain,2006,585.9822222,178.1466667,48.90777778,23.86888889,22.94444444,1753.675556,3.061111111,High
Spain,2007,446.908125,233.550625,47.08125,27.878125,26.625,1427.354375,2.585,Moderate
Spain,2008,621.0841667,272.0383333,58.8,21.7775,29.81333333,1418.294167,2.769166667,Moderate
Spain,2009,448.882,271.046,47.598,31.636,23.797,2202.622,3.278,Moderate
Spain,2010,298.6333333,266.3722222,45.82555556,18.01,25.22444444,1427.834444,2.175555556,Moderate
Spain,2011,436.98,270.69,56.84909091,25.43909091,24.02636364,1765.976364,2.990909091,Moderate
Spain,2012,434.72,284.7633333,47.39444444,26.12333333,23.73555556,1320.36,3.351111111,Moderate
Spain,2013,456.134,275.082,54.408,38.93,25.206,1576.642,2.416,Moderate
Spain,2014,387.3223077,299.06,47.85846154,29.88769231,27.81461538,1360.435385,3.163846154,Moderate
Spain,2015,395.4144444,311.2866667,53.37777778,34.61222222,25.69666667,1353.253333,2.32,Low
Spain,2016,408.96,329.2477778,58.02333333,36.02,20.82222222,1788.255556,2.21,Low
Spain,2017,441.78125,311.8475,47.8925,23.11125,25.135,1330.23125,2.79875,Low
Spain,2018,554.5890909,249.5854545,44.53727273,30.84818182,24.40727273,1757.610909,2.732727273,Moderate
Spain,2019,567.2763636,256.2218182,47.78727273,26.05181818,27.46,1469.868182,2.956363636,Moderate
Spain,2020,475.7216667,238.9544444,47.09777778,27.45166667,21.72777778,1705.807778,2.676666667,Moderate
Spain,2021,469.4184615,279.9030769,42.83538462,29.27153846,21.32153846,1415.024615,2.681538462,Moderate
Spain,2022,433.9583333,186.265,56.17,31.57333333,21.72333333,2106.236667,2.091666667,High
Spain,2023,410.89,292.092,51.87,23.788,21.102,1839.922,2.43,Moderate
Spain,2024,546.9825,278.7425,51.05583333,30.80333333,25.2,1833.629167,2.22,Moderate
Turkey,2000,621.2653846,273.5707692,54.79307692,31.21692308,24.73307692,1604.933846,2.746153846,Moderate
Turkey,2001,372.417,280.582,53.551,27.592,24.749,1160.829,2.492,Moderate
Turkey,2002,364.6341667,309.015,48.64666667,25.89583333,27.43333333,1767.645,2.891666667,Low
Turkey,2003,326.1133333,205.1316667,53.73833333,35.61833333,23.81666667,1366.376667,1.875,Moderate
Turkey,2004,580.2007143,318.9828571,43.93,28.56,23.22357143,1647.287143,3.05,Low
Turkey,2005,250.2157143,218.2342857,44.67428571,31.26571429,23.63428571,1805.707143,1.734285714,Moderate
Turkey,2006,238.5777778,356.6333333,59.27777778,24.08,21.27777778,1528.036667,3.268888889,Low
Turkey,2007,507.527619,243.7685714,48.23047619,25.44190476,25.83190476,1585.517619,2.689047619,Moderate
Turkey,2008,561.0422222,246.1055556,64.07666667,27.33222222,28.31777778,1486.897778,3.05,Moderate
Turkey,2009,588.5592308,271.4430769,53.63461538,25.03307692,26.45692308,1445.251538,2.091538462,Moderate
Turkey,2010,559.4483333,294.835,49.48666667,26.29833333,17.395,1073.235,2.63,Moderate
Turkey,2011,656.747,308.302,51.858,32.782,25.348,1727.334,2.3,Low
Turkey,2012,528.5618182,344.8727273,58.39636364,29.32636364,27.00636364,1696.953636,2.898181818,Low
Turkey,2013,486.4728571,309.3385714,50.36285714,33.51428571,20.88857143,1671.73,2.2,Low
Turkey,2014,333.6066667,290.3255556,47.01111111,33.99222222,20.02222222,1442.087778,2.124444444,Moderate
Turkey,2015,519.4166667,283.24,45.15166667,27.74333333,28.62666667,2226.573333,2.785,Moderate
Turkey,2016,546.485,245.265,55.77357143,31.12214286,22.05285714,1809.780714,3.039285714,Moderate
Turkey,2017,600.2933333,321.4033333,42.67166667,24.3225,27.2075,1419.746667,2.67,Low
Turkey,2018,348.3942857,285.0814286,54.24285714,25.04285714,26.81142857,1612.86,2.267142857,Moderate
Turkey,2019,454.1371429,368.23,57.08714286,37.63714286,25.18714286,1400.244286,2.042857143,Low
Turkey,2020,316.5153846,204.3346154,55.45230769,24.12153846,25.9,1310.841538,1.645384615,Moderate
Turkey,2021,494.8125,261.5475,51.05916667,27.50666667,25.66083333,1566.1725,2.2025,Moderate
Turkey,2022,494.2054545,280.7090909,59.33090909,31.51909091,22.01818182,2069.79,2.282727273,Moderate
Turkey,2023,589.718125,231.86,46.844375,32.35125,24.260625,1069.414375,2.419375,Moderate
Turkey,2024,543.2171429,289.775,46.73428571,28.23428571,23.02142857,1500.379286,2.782857143,Moderate
UK,2000,511.9777778,303.7622222,60.74888889,30.20222222,26.15,1550.187778,1.718888889,Low
UK,2001,623.7291667,291.4075,49.29666667,19.98,26.32833333,914.5833333,2.129166667,Moderate
UK,2002,553.6775,317.26375,44.54625,30.28,25.5775,2245.45,2.48875,Low
UK,2003,461.87,312.6483333,40.42833333,34.32166667,24.305,1304.866667,2.078333333,Low
UK,2004,325.1322222,356.4788889,39.73555556,28.57111111,27.27888889,1441.938889,2.441111111,Low
UK,2005,366.83,298.6971429,51.12285714,25.17,31.76714286,1276.987143,2.561428571,Moderate
UK,2006,416.965,313.617,57.034,31.292,27.559,1848.656,2.26,Low
UK,2007,413.211875,249.995625,55.030625,26.97875,25.735,1572.255,2.505,Moderate
UK,2008,573.33,313.1222222,50.68222222,28.24,15.20888889,1111.303333,2.558888889,Low
UK,2009,332.8966667,223.7733333,43.24333333,13.27666667,25.45333333,1010.46,4.123333333,Moderate
UK,2010,633.4355556,289.0511111,45.75888889,29.08222222,27.09444444,1759.832222,2.584444444,Moderate
UK,2011,540.5671429,231.8842857,56.94142857,24.63428571,28.80571429,1563.498571,3.102857143,Moderate
UK,2012,583.028,256.86,55.234,25.092,28.568,1908.753,2.57,Moderate
UK,2013,470.0369231,244.7284615,50.42769231,33.39230769,26.90769231,2098.403846,2.327692308,Moderate
UK,2014,402.7325,311.57875,44.44875,32.54875,28.5425,1369.095,3,Low
UK,2015,523.8277778,224.7188889,42.65888889,24.40888889,21.33222222,1669.285556,3.212222222,Moderate
UK,2016,394.5872727,285.57,53.00545455,31.70909091,22.00818182,1527.530909,2.139090909,Moderate
UK,2017,361.1922222,226.0122222,48.27555556,26.38444444,27.13444444,1948.038889,2.832222222,Moderate
UK,2018,628.4711111,248.5822222,55.56444444,30.03222222,24.52111111,1746.037778,2.272222222,Moderate
UK,2019,475.0791667,281.0666667,53.50666667,26.58,23.5575,1515.801667,2.711666667,Moderate
UK,2020,553.333,251.084,52.326,31.898,20.014,1944.06,2.378,Moderate
UK,2021,525.818,238.202,56.3,27.606,28.488,1511.726,2.914,Moderate
UK,2022,471.931,282.425,54.908,24.93,26.099,1836.534,2.937,Moderate
UK,2023,519.0361538,337.9776923,50.62153846,27.77307692,23.56923077,1585.790769,2.583076923,Low
UK,2024,498.77875,334.45375,48.76875,27.89,25.575,1576.25875,2.82375,Low
USA,2000,631.304,275.05,45.629,29.396,21.615,2080.405,1.814,Moderate
USA,2001,445.1727273,300.59,50.02090909,20.72272727,26.71272727,1845.639091,3.025454545,Low
USA,2002,606.1272727,229.0963636,46.24545455,23.85090909,28.93181818,1411.564545,2.382727273,Moderate
USA,2003,601.7725,250.8616667,47.18416667,31.21416667,25.23416667,1179.5675,2.644166667,Moderate
USA,2004,626.24,320.4123077,52.50846154,28.36769231,24.63,1542.064615,3.127692308,Low
USA,2005,465.765,326.798,53.88,18.971,25.53,1558.947,2.989,Low
USA,2006,444.7588889,334.0377778,58.65333333,28.87222222,28.33333333,1992.126667,3.084444444,Low
USA,2007,649.6291667,287.13,49.7325,26.3875,24.375,1783.709167,3.150833333,Moderate
USA,2008,548.2515385,252.7869231,46.98615385,25.17615385,24.98,1691.000769,1.811538462,Moderate
USA,2009,743.6711111,291.4511111,51.75888889,27.08,24.74777778,1732.991111,2.148888889,Moderate
USA,2010,626.2214286,193.34,53.69571429,24.46142857,20.44857143,2032.701429,1.912857143,High
USA,2011,556.9666667,302.7077778,50.31,26.79444444,28.63222222,2110.113333,1.811111111,Low
USA,2012,589.28,286.6557143,53.03071429,25.64857143,29.54571429,1492.678571,2.286428571,Moderate
USA,2013,318.79,352.41,49.1425,30.51375,23.555,2019.13875,1.5325,Low
USA,2014,455.4454545,258.6663636,45.85454545,30.85636364,22.04818182,2111.826364,1.940909091,Moderate
USA,2015,451.5457143,247.3714286,49.78785714,33.30428571,23.83928571,1341.811429,3.388571429,Moderate
USA,2016,502.996,277.038,47.667,26.53,23.103,1739.999,2.645,Moderate
USA,2017,431.505,248.019,57.999,31.694,29.452,1529.067,2.304,Moderate
USA,2018,568.125,275.02,41.67,29.94333333,18.65666667,1245.671667,2.028333333,Moderate
USA,2019,547.864375,283.96875,46.826875,25.886875,22.58,1461.96625,2.825,Moderate
USA,2020,418.097,292.97,47.448,25.266,27.538,1510.662,2.431,Moderate
USA,2021,572.094,275.978,46.195,32.223,26.72,754.615,2.628,Moderate
USA,2022,440.978,292.039,54.81,30.918,22.638,2119.898,2.871,Moderate
USA,2023,566.865,261.1975,62.945,25.2075,21.6325,1439.155,1.5975,Moderate
USA,2024,249.485,186.374,51.386,24.769,27.677,1771.199,1.638,High
